row_id,parent_asin,year_month,risk_probability,current_review_count,review_evidence_confidence,s45_raw_score,s45_raw_mil_score,mil_score_change,model_consistency_confidence,operational_confidence,confidence_level
24713,B08NV72Z13,2023-01,0.2630635114533746,15.0,0.6,0.2728648268662742,0.2630635114533746,-0.009801315412899636,0.9615533188664017,0.7084659956599204,보통
24794,B0B69H9K31,2023-01,0.25978304395831087,19.0,0.6551724137931034,0.26070887831392214,0.25978304395831087,-0.0009258343556112769,0.9963035114743866,0.7575117430974884,높음
24753,B09MQLYPRR,2023-01,0.24692771035224584,29.0,0.7435897435897436,0.25101893657445157,0.24692771035224584,-0.004091226222205729,0.9837682726980248,0.815643302322228,높음
24591,B014ITW6FK,2023-01,0.24082947138335323,23.0,0.696969696969697,0.2531090690897879,0.24082947138335323,-0.012279597706434692,0.9520684068611135,0.7734993099371219,높음
24652,B07SBW92N5,2023-01,0.23402445754459553,17.0,0.6296296296296297,0.24928275883758932,0.23402445754459553,-0.015258301292993798,0.940792000097197,0.7229783407698998,보통
24592,B01ALBMIEI,2023-01,0.2235339078565524,23.0,0.696969696969697,0.20566238401381667,0.2235339078565524,0.017871523842735715,0.9310092228427546,0.7671815547316142,높음
24934,B0C9TTZW3K,2023-01,0.22155059005063618,89.0,0.898989898989899,0.19929203345455146,0.22155059005063618,0.022258556596084722,0.9148142622540798,0.9037372079691532,높음
24776,B09XFQCQXT,2023-01,0.21698668779600383,57.0,0.8507462686567164,0.22548521392388496,0.21698668779600383,-0.008498526127881129,0.9665772030654705,0.8854955489793426,높음
24683,B0838R8WCF,2023-01,0.21101261885915426,19.0,0.6551724137931034,0.22138260193598802,0.21101261885915426,-0.01036998307683376,0.9593685874622645,0.7464312658938517,보통
24837,B0BN2SQ78H,2023-01,0.20197034596748348,23.0,0.696969696969697,0.21285354684848679,0.20197034596748348,-0.010883200881003308,0.9574011474443149,0.7750991321120824,높음
24672,B081JBKY7K,2023-01,0.20087829045307717,75.0,0.8823529411764706,0.1837930539454463,0.20087829045307717,0.017085236507630885,0.9339419954722803,0.8978296574652134,높음
24855,B0BTV3G59T,2023-01,0.18544685852717235,63.0,0.863013698630137,0.19128215251955663,0.18544685852717235,-0.005835293992384277,0.9769291221686015,0.8971883256916764,높음
24480,B0BNN6GLK7,2022-12,0.9003433215595463,7.0,0.4117647058823529,0.8935072304251218,0.9003433215595463,0.006836091134424516,0.9730261081377248,0.5801431265589645,보통
24415,B09W3YPC6N,2022-12,0.85479899050601,7.0,0.4117647058823529,0.8561766078416558,0.85479899050601,-0.0013776173356457866,0.9945046854441639,0.5865866997508962,보통
24442,B0B7H9HJX7,2022-12,0.8543340734994567,6.0,0.375,0.8500862194720097,0.8543340734994567,0.0042478540274469845,0.9831521238685819,0.5574456371605745,보통
24439,B0B5Q2WHF2,2022-12,0.8132084058066242,5.0,0.3333333333333333,0.8127473446286193,0.8132084058066242,0.00046106117800492896,0.9981574548622884,0.5327805697920198,보통
24392,B09JY8YPTK,2022-12,0.8050624881647962,17.0,0.6296296296296297,0.7821475226222979,0.8050624881647962,0.022914965542498278,0.912415443779807,0.7144653738746828,보통
24575,B0CFMQLYHG,2022-12,0.7963974221530918,10.0,0.5,0.7751166038715205,0.7963974221530918,0.021280818281571356,0.9183990634993183,0.6255197190497954,보통
24309,B07THLMZ37,2022-12,0.7220403000034613,8.0,0.4444444444444444,0.7183903225464836,0.7220403000034613,0.0036499774569777044,0.9855061520635126,0.6067629567301649,보통
24495,B0BTM1TJGP,2022-12,0.7032385341853896,9.0,0.47368421052631576,0.6928900864811577,0.7032385341853896,0.010348447704231933,0.959451232461769,0.6194143171069517,보통
24258,B06VW9HKXF,2022-12,0.6223176227377004,8.0,0.4444444444444444,0.6455720183029146,0.6223176227377004,-0.023254395565214137,0.911177479595168,0.5844643549896615,보통
24471,B0BKYCRTZK,2022-12,0.6208892860449037,15.0,0.6,0.6158779295359156,0.6208892860449037,0.005011356508988096,0.980154147777898,0.7140462443333694,보통
24555,B0C6SGRVBX,2022-12,0.6186596651623821,12.0,0.5454545454545454,0.5957967974341486,0.6186596651623821,0.022862867728233538,0.912605602994167,0.6555998627164319,보통
24393,B09LM1H5N9,2022-12,0.5897447854627978,17.0,0.6296296296296297,0.557860576165905,0.5897447854627978,0.03188420929689284,0.8802609888978065,0.7048190374100827,보통
24417,B09W5PBYKD,2022-12,0.5642546040588796,16.0,0.6153846153846154,0.5595918530275868,0.5642546040588796,0.004662751031292767,0.981521849552549,0.7252257856349955,보통
24338,B085J2JV64,2022-12,0.5533579287707744,18.0,0.6428571428571429,0.5410359603741121,0.5533579287707744,0.01232196839666233,0.9519070613519703,0.7355721184055911,보통
24572,B0CBS9VSJJ,2022-12,0.5472988262411573,18.0,0.6428571428571429,0.5183350789913643,0.5472988262411573,0.028963747249793004,0.8906043613638093,0.7171813084091427,보통
24574,B0CC9G6H6S,2022-12,0.5181313168712555,18.0,0.6428571428571429,0.4903672347061142,0.5181313168712555,0.027764082165141257,0.894888339647773,0.7184665018943319,보통
24459,B0BH4YNB3T,2022-12,0.5139454526138545,38.0,0.7916666666666666,0.525515591977962,0.5139454526138545,-0.011570139364107557,0.9547740556303671,0.8405988833557767,높음
24245,B014ITW6FK,2022-12,0.5053458213436118,13.0,0.5652173913043478,0.5169241354869744,0.5053458213436118,-0.011578314143362523,0.9547428358722266,0.6820750246747114,보통
24397,B09MJWFL31,2022-12,0.49029952188267784,18.0,0.6428571428571429,0.46547718124208687,0.49029952188267784,0.024822340640590967,0.9054806579082872,0.7216441973724862,보통
24422,B09XFQCQXT,2022-12,0.4609639981451817,46.0,0.8214285714285714,0.4724861383223709,0.4609639981451817,-0.011522140177189222,0.9549573867427366,0.8614872160228209,높음
24287,B07N82GT4R,2022-12,0.4471543148205719,13.0,0.5652173913043478,0.4397197659910503,0.4471543148205719,0.007434548829521603,0.970699633993625,0.6868620641111309,보통
24363,B08NV72Z13,2022-12,0.42304137059687585,13.0,0.5652173913043478,0.4296064498409592,0.42304137059687585,-0.006565079244083338,0.9740814866542962,0.6878766199093322,보통
24282,B07HR81PD2,2022-12,0.4034676214310182,15.0,0.6,0.4067161728646787,0.4034676214310182,-0.003248551433660485,0.9870898544642666,0.7161269563392799,보통
24551,B0C6CLBBQ1,2022-12,0.3967277798689296,18.0,0.6428571428571429,0.37205384596117436,0.3967277798689296,0.02467393390775524,0.9060183351866987,0.7218055005560096,보통
24399,B09MQLYPRR,2022-12,0.3844824155879036,27.0,0.7297297297297297,0.3876891998865135,0.3844824155879036,-0.0032067842986099326,0.9872547799018427,0.8069872447813636,높음
24349,B08DBMRW2H,2022-12,0.36079062005140927,15.0,0.6,0.3789155452716875,0.36079062005140927,-0.018124925220278254,0.930066024860551,0.6990198074581653,보통
24408,B09QZ4HZ33,2022-12,0.34592105062204864,14.0,0.5833333333333334,0.3313000724526351,0.34592105062204864,0.014620978169413545,0.9431934137340984,0.6912913574535628,보통
24303,B07RZ4MGXR,2022-12,0.33435645149920734,22.0,0.6875,0.34727870669166705,0.33435645149920734,-0.012922255192459708,0.9496241343117157,0.7661372402935147,높음
24247,B01ALBMIEI,2022-12,0.31841317028874755,26.0,0.7222222222222222,0.3031124088473526,0.31841317028874755,0.015300761441394972,0.9406322289936355,0.7877452242536462,높음
24566,B0C94VM8NS,2022-12,0.31670333609059953,36.0,0.782608695652174,0.31959290507217347,0.31670333609059953,-0.0028895689815739423,0.9885082643345969,0.8443785662569008,높음
24368,B08SBJRJGV,2022-12,0.29782233441248035,27.0,0.7297297297297297,0.28102179975428127,0.29782233441248035,0.016800534658199084,0.9350061813621439,0.791312665219454,높음
24346,B08C6GQKQW,2022-12,0.29691826101574964,14.0,0.5833333333333334,0.279925586838289,0.29691826101574964,0.016992674177460643,0.9342878508840741,0.6886196885985556,보통
24559,B0C7CC35KH,2022-12,0.2876056400463672,28.0,0.7368421052631579,0.29607572778785846,0.2876056400463672,-0.008470087741491272,0.9666871609033044,0.8057956219552018,높음
24299,B07QJWX98P,2022-12,0.27791380078781713,22.0,0.6875,0.28220139723025195,0.27791380078781713,-0.004287596442434816,0.982995844931904,0.7761487534795711,높음
24304,B07SBW92N5,2022-12,0.27703456153688355,15.0,0.6,0.29004111470648725,0.27703456153688355,-0.013006553169603696,0.9493039827167343,0.7047911948150203,보통
24335,B0838R8WCF,2022-12,0.2762595738512479,14.0,0.5833333333333334,0.2936621619160682,0.2762595738512479,-0.017402588064820312,0.9327571958410433,0.6881604920856463,보통
24301,B07RHYHS9Y,2022-12,0.2698713386471645,22.0,0.6875,0.2724839870952141,0.2698713386471645,-0.0026126484480495926,0.9896038239322873,0.7781311471796861,높음
24252,B01FF4ASTS,2022-12,0.26601351704496057,19.0,0.6551724137931034,0.2651772030386149,0.26601351704496057,0.0008363140063456509,0.9966603331094557,0.7576187895880091,높음
24240,B00ZYDKI1Y,2022-12,0.263725815658826,26.0,0.7222222222222222,0.26895383005295165,0.263725815658826,-0.005228014394125624,0.9793050832450255,0.7993470805290632,높음
24321,B07YFDB6Y6,2022-12,0.2542154893458996,18.0,0.6428571428571429,0.24590031643109805,0.2542154893458996,0.00831517291480155,0.9672863632307586,0.7401859089692275,보통
24479,B0BN2SQ78H,2022-12,0.24788194508808795,20.0,0.6666666666666666,0.2689499829985243,0.24788194508808795,-0.02106803791043635,0.9191810654157526,0.7424209862913924,보통
24497,B0BTSQRXNZ,2022-12,0.23203752914483808,56.0,0.8484848484848485,0.23601806301705452,0.23203752914483808,-0.003980533872216446,0.9842039516313564,0.8892005794288008,높음
24500,B0BVR77MZJ,2022-12,0.22803233913128038,12.0,0.5454545454545454,0.244337579411455,0.22803233913128038,-0.016305240280174632,0.9368604307744458,0.6628763110505156,보통
24291,B07PGRX339,2022-12,0.21729166743074782,18.0,0.6428571428571429,0.21587372047449963,0.21729166743074782,0.001417946956248195,0.9943442663971853,0.7483032799191556,보통
24378,B099QHBFP2,2022-12,0.21360105730524126,46.0,0.8214285714285714,0.21731340359281717,0.21360105730524126,-0.003712346287575913,0.9852603232638909,0.8705780969791672,높음
24325,B081JBKY7K,2022-12,0.21242689383017266,58.0,0.8529411764705882,0.18847704922286593,0.21242689383017266,0.02394984460730673,0.9086462918302141,0.869652711078476,높음
24569,B0C9TTZW3K,2022-12,0.20612842143567245,64.0,0.8648648648648649,0.18172588363686776,0.20612842143567245,0.02440253779880469,0.9070024286515576,0.8775061340008727,높음
24513,B0BYPL3SLD,2022-12,0.18611306032544356,35.0,0.7777777777777778,0.1588380179606328,0.18611306032544356,0.027275042364810764,0.8966405969959386,0.813436623543226,높음
24498,B0BTV3G59T,2022-12,0.1844417263554363,30.0,0.75,0.18795187764291635,0.1844417263554363,-0.0035101512874800567,0.9860575044371582,0.8208172513311474,높음
24518,B0C195VN2X,2022-12,0.18050906517755738,47.0,0.8245614035087719,0.19112314596723357,0.18050906517755738,-0.010614080789676184,0.9584323259033664,0.8647226802271503,높음
24039,B09B38TTFP,2022-11,0.8954527250513669,6.0,0.375,0.8873171644388815,0.8954527250513669,0.008135560612485326,0.9679815590550963,0.5528944677165288,보통
24107,B0B7H9HJX7,2022-11,0.8584159082702899,10.0,0.5,0.8486692078738564,0.8584159082702899,0.00974670039643355,0.9617634028144144,0.6385290208443243,보통
24226,B0CFMQLYHG,2022-11,0.822961910086649,17.0,0.6296296296296297,0.7991772274083665,0.822961910086649,0.023784682678282487,0.9092467852631185,0.7135147763196763,보통
24046,B09D77LK8K,2022-11,0.8117566410850343,6.0,0.375,0.7919875243980011,0.8117566410850343,0.019769116687033184,0.9239692688183571,0.5396907806455071,보통
24103,B0B5Q2WHF2,2022-11,0.8065675260422002,12.0,0.5454545454545454,0.8025110839441935,0.8065675260422002,0.004056442098006707,0.9839051602919565,0.6769897299057688,보통
23995,B085J2JV64,2022-11,0.7901554686841482,9.0,0.47368421052631576,0.7936461050022641,0.7901554686841482,-0.0034906363181158584,0.9861344789693921,0.6274192910592387,보통
24091,B09YLYYHZN,2022-11,0.7867615255782845,8.0,0.4444444444444444,0.7617131703472152,0.7867615255782845,0.025048355231069297,0.9046624204708834,0.582509837252376,보통
24079,B09W3YPC6N,2022-11,0.7643051029120149,12.0,0.5454545454545454,0.7686770692999793,0.7643051029120149,-0.004371966387964332,0.9826641596800146,0.6766174297221861,보통
24172,B0BY451SMG,2022-11,0.7519165908542219,6.0,0.375,0.7488262112858804,0.7519165908542219,0.0030903795683414614,0.9877145714427994,0.5588143714328397,보통
23905,B01ALBMIEI,2022-11,0.7474261784198705,11.0,0.5238095238095238,0.7339155109551913,0.7474261784198705,0.013510667464679216,0.9473916805701605,0.6508841708377148,보통
24059,B09MJWFL31,2022-11,0.7314123742656193,16.0,0.6153846153846154,0.7152322214203148,0.7314123742656193,0.016180152845304496,0.9373293059379144,0.7119680225506051,보통
24055,B09LM1H5N9,2022-11,0.7256051545999445,20.0,0.6666666666666666,0.7007252857294272,0.7256051545999445,0.024879868870517297,0.9052723190820064,0.7382483623912686,보통
24077,B09TWWTX37,2022-11,0.7008796239921804,7.0,0.4117647058823529,0.6909986649038544,0.7008796239921804,0.00988095908832598,0.9612470410934355,0.5766094064456777,보통
24209,B0C6SGRVBX,2022-11,0.6301367486003595,26.0,0.7222222222222222,0.6021205534398365,0.6301367486003595,0.028016195160523005,0.8939863426151997,0.7737514583401155,높음
24133,B0BKYCRTZK,2022-11,0.6284029443053643,17.0,0.6296296296296297,0.6307271772616024,0.6284029443053643,-0.0023242329562381814,0.990746151029565,0.7379645860496102,보통
24155,B0BTM1TJGP,2022-11,0.6087981338064474,13.0,0.5652173913043478,0.6082637931407237,0.6087981338064474,0.0005343406657237759,0.9978649198701913,0.6950116498741008,보통
23945,B07N82GT4R,2022-11,0.5682644458472308,8.0,0.4444444444444444,0.578283111847239,0.5682644458472308,-0.010018666000008225,0.9607177054476027,0.5993264227453918,보통
24020,B08NV72Z13,2022-11,0.4933193865940374,9.0,0.47368421052631576,0.49791679272728046,0.4933193865940374,-0.004597406133243054,0.9817784328646793,0.6261124772278248,보통
23939,B07HR81PD2,2022-11,0.4882093113690812,16.0,0.6153846153846154,0.4948756607275292,0.4882093113690812,-0.006666349358448009,0.9736869851878919,0.7228753263255984,보통
24141,B0BN2SQ78H,2022-11,0.4694754869290545,17.0,0.6296296296296297,0.4899893177419457,0.4694754869290545,-0.02051383081289121,0.9212209923458432,0.7171070384444936,보통
23910,B01FF4ASTS,2022-11,0.46552132583647843,13.0,0.5652173913043478,0.46336914719479,0.46552132583647843,0.002152178641688429,0.9914282343130194,0.6930806442069493,보통
23904,B014ITW6FK,2022-11,0.43637008562695073,15.0,0.6,0.4410888992430378,0.43637008562695073,-0.004718813616087059,0.9813017676225231,0.7143905302867569,보통
24225,B0CC9G6H6S,2022-11,0.42880331565596974,19.0,0.6551724137931034,0.41223846630218963,0.42880331565596974,0.01656484935378011,0.9358880658572117,0.7393871094123359,보통
23983,B081JBKY7K,2022-11,0.41342014806479727,27.0,0.7297297297297297,0.38072552938984244,0.41342014806479727,0.03269461867495482,0.877412121847484,0.774034447365056,높음
23961,B07RZ4MGXR,2022-11,0.4132742690992475,23.0,0.696969696969697,0.4331522804111476,0.4132742690992475,-0.01987801131190009,0.9235668953096774,0.7649488564716911,높음
23958,B07RHYHS9Y,2022-11,0.40261375618308287,13.0,0.5652173913043478,0.4077929006236792,0.40261375618308287,-0.005179144440596306,0.9794965363326598,0.6895011348128413,보통
24081,B09W5PBYKD,2022-11,0.3946385346788095,25.0,0.7142857142857143,0.3875571453916513,0.3946385346788095,0.00708138928715818,0.972071850342081,0.7916215551026242,높음
24036,B099QHBFP2,2022-11,0.3885592592842089,32.0,0.7619047619047619,0.38455265648027176,0.3885592592842089,0.004006602803937165,0.9841013283995481,0.8285637318531976,높음
23948,B07PGRX339,2022-11,0.37365914851401916,8.0,0.4444444444444444,0.3881626827542077,0.37365914851401916,-0.01450353424018852,0.9436366071888215,0.5942020932677574,보통
24004,B08C6GQKQW,2022-11,0.3648094121337616,13.0,0.5652173913043478,0.34937995423375706,0.3648094121337616,0.01542945790000455,0.9401481294612151,0.6776966127514079,보통
24086,B09XFQCQXT,2022-11,0.3582456334081056,46.0,0.8214285714285714,0.36768148186073085,0.3582456334081056,-0.00943584845262524,0.9629600106890069,0.863888003206702,높음
24178,B0C195VN2X,2022-11,0.3444087617621852,40.0,0.8,0.3581512797680215,0.3444087617621852,-0.013742518005836313,0.9465134747627758,0.8439540424288327,높음
24123,B0BH4YNB3T,2022-11,0.33439009140002873,40.0,0.8,0.33729851714697145,0.33439009140002873,-0.002908425746942722,0.9884337068728348,0.8565301120618504,높음
24023,B08SBJRJGV,2022-11,0.33417206150201884,18.0,0.6428571428571429,0.33350583367379466,0.33417206150201884,0.0006662278282241751,0.9973386364110998,0.7492015909233299,보통
24007,B08DBMRW2H,2022-11,0.32402400820707095,21.0,0.6774193548387096,0.3382554412181981,0.32402400820707095,-0.01423143301112717,0.9446642250419515,0.7575928158996821,높음
23962,B07SBW92N5,2022-11,0.3161823536443066,13.0,0.5652173913043478,0.3278304769925449,0.3161823536443066,-0.011648123348238337,0.9544762737380075,0.6819950560344457,보통
24219,B0C94VM8NS,2022-11,0.31614103719444586,28.0,0.7368421052631579,0.32000609836162897,0.31614103719444586,-0.0038650611671831037,0.9846586514044956,0.8111870691055592,높음
23993,B0838R8WCF,2022-11,0.30804905250775344,15.0,0.6,0.31585840224387296,0.30804905250775344,-0.00780934973611952,0.9692454479150964,0.7107736343745289,보통
24160,B0BVR77MZJ,2022-11,0.2980289606866187,13.0,0.5652173913043478,0.31426622756161926,0.2980289606866187,-0.016237266875000544,0.937115191781433,0.6767867314474734,보통
24157,B0BTV3G59T,2022-11,0.2889897119613293,10.0,0.5,0.3011484697992306,0.2889897119613293,-0.012158757837901324,0.9525287093824234,0.635758612814727,보통
23979,B07YFDB6Y6,2022-11,0.2778778961719022,16.0,0.6153846153846154,0.2666586036231305,0.2778778961719022,0.011219292548771687,0.9561149140292302,0.7176037049779999,보통
24156,B0BTSQRXNZ,2022-11,0.275930416263175,30.0,0.75,0.2860808855510219,0.275930416263175,-0.010150469287846908,0.9602113359326142,0.8130634007797841,높음
24213,B0C7CC35KH,2022-11,0.24999282898704658,24.0,0.7058823529411765,0.2582156387725809,0.24999282898704658,-0.00822280978553433,0.9676437956354658,0.7844107857494633,높음
24061,B09MQLYPRR,2022-11,0.24575222417752832,36.0,0.782608695652174,0.24954461243794115,0.24575222417752832,-0.003792388260412838,0.9849449250366499,0.8433095644675166,높음
23956,B07QJWX98P,2022-11,0.23838693506691877,26.0,0.7222222222222222,0.22298923861928724,0.23838693506691877,0.015397696447631531,0.9402675789289815,0.78763582923425,높음
24071,B09QZ4HZ33,2022-11,0.23798459910516284,26.0,0.7222222222222222,0.22690654270557595,0.23798459910516284,0.011078056399586894,0.9566552185904736,0.7925521211326976,높음
24142,B0BNN6GLK7,2022-11,0.20792162837459582,64.0,0.8648648648648649,0.19047776569537642,0.20792162837459582,0.017443862679219407,0.9326032117783134,0.8851863689388995,높음
24222,B0C9TTZW3K,2022-11,0.2068012401181308,57.0,0.8507462686567164,0.1851489088473081,0.2068012401181308,0.021652331270822694,0.9170352883450361,0.8706329745632123,높음
23898,B00ZYDKI1Y,2022-11,0.17636267635447506,28.0,0.7368421052631579,0.1879009465106523,0.17636267635447506,-0.011538270156177255,0.954895774960021,0.8022582061722168,높음
23693,B09B38TTFP,2022-10,0.8710475330010119,12.0,0.5454545454545454,0.8591422271698594,0.8710475330010119,0.011905305831152457,0.9534948803071053,0.6678666459103133,보통
23641,B085J2JV64,2022-10,0.8709036294398963,7.0,0.4117647058823529,0.87434910809212,0.8709036294398963,-0.0034454786522236658,0.9863126211831852,0.5841290804726026,보통
23749,B09YLYYHZN,2022-10,0.8565204178337064,10.0,0.5,0.8415340213771156,0.8565204178337064,0.014986396456590723,0.9418157803173661,0.6325447340952097,보통
23715,B09MJWFL31,2022-10,0.853960154590187,15.0,0.6,0.8386457914578175,0.853960154590187,0.015314363132369557,0.9405810536301932,0.7021743160890579,보통
23565,B079VRJTM6,2022-10,0.8470292971328297,7.0,0.4117647058823529,0.8371183005528957,0.8470292971328297,0.009910996579933995,0.9611315542317254,0.5765747603871647,보통
23826,B0BY451SMG,2022-10,0.7970738372155584,10.0,0.5,0.7900058397385957,0.7970738372155584,0.007067997476962629,0.9721239229436262,0.6416371768830877,보통
