parent_asin,year_month,topic,topic_label,delta,n_reviews_t,rating,verified_purchase,helpful_vote,review_text
B09P55VZFT,2023-01,durability_failure,내구성 고장,0.71429,5,5.0,True,0,keurig does not make this part for replacement 7 yr old keurig 2 0 part finally gave out they do not make this part so far this replacement is working fine we go thru 20 25 cups a day in my household
B09P55VZFT,2023-01,durability_failure,내구성 고장,0.71429,5,5.0,True,0,original broke this part kept the coffee brewing ca not do without the coffee fixed in no time simple happy
B09P55VZFT,2023-01,durability_failure,내구성 고장,0.71429,5,5.0,True,0,perfect fit the needle in my original broke and i found this replacement it fits perfect and i have had no problems since replacing the original
B09P55VZFT,2023-01,durability_failure,내구성 고장,0.71429,5,5.0,True,0,worked great my interior broke for my keurig i ve had about 5 years and this replacement popped right in and fixed it in 5 seconds
B08224JXXY,2022-04,durability_failure,내구성 고장,0.7,5,1.0,True,0,stopped working bought in aug 21 its april 22 product got loud and then stopped working a few months ago it s april so it barely lasted 8 months horrible
B08224JXXY,2022-04,durability_failure,내구성 고장,0.7,5,1.0,True,0,it stopped working after 6 months it stopped working after 6 months
B08224JXXY,2022-04,durability_failure,내구성 고장,0.7,5,1.0,True,0,stopped working after 9 months stopped working after 9 months
B08224JXXY,2022-04,durability_failure,내구성 고장,0.7,5,1.0,True,0,stopped working after two months add this product for two months and it stopped working only used it a handful of times wasteful i can t return it
B07YHLB84H,2021-03,durability_failure,내구성 고장,0.68966,6,2.0,True,2,broke after 3 month of use compared to the original oem parts this is definitely a cheaper version of the replacement parts both in terms of quality and cost broke after 3 month of use well you get what you pay for not sure if this is worth the time and money if it keeps breaking perhaps i will go back and buy the oem parts instead of this
B07YHLB84H,2021-03,durability_failure,내구성 고장,0.68966,6,1.0,True,1,cheaply made not sure who gave this replacement parts good reviews but the parts we received cracked in the same places the original parts did in 3 months decided to call a local dishwasher service company replaced parts with a metal frame not plastic
B07YHLB84H,2021-03,durability_failure,내구성 고장,0.68966,6,1.0,True,1,beware beware this broke in less than 2 months
B07YHLB84H,2021-03,durability_failure,내구성 고장,0.68966,6,1.0,True,0,keep breaking they break very easily i have bought a few times and just replace broken piece and then replace others with kit as needed it says upgraded but trust me they don t last
B07YHLB84H,2021-03,durability_failure,내구성 고장,0.68966,6,1.0,True,0,poor quality broken within 45 days now it too late to return for money back
B08217KDQJ,2021-12,durability_failure,내구성 고장,0.66667,6,1.0,True,1,do not work in ovens these bulbs were not made for ovens they burned out after only a few uses they ca not take any temperature over 300 degrees f
B08217KDQJ,2021-12,durability_failure,내구성 고장,0.66667,6,2.0,True,1,short lived the bulb fit my stove properly provided enough light but burnt out after less than 6 months not worth it in my opinion
B08217KDQJ,2021-12,durability_failure,내구성 고장,0.66667,6,1.0,True,0,burned out in less than a week unfortunately this light bulb had a very short lifespan in my oven it burned out 6 days after i replaced the old bulb which lasted me 15 years very disappointed will look for a different brand
B08217KDQJ,2021-12,durability_failure,내구성 고장,0.66667,6,5.0,True,0,good so far so far it has worked for about 10 days ge s just burned out in days too early to say about longevity
B07L7TN699,2019-04,durability_failure,내구성 고장,0.66667,6,1.0,True,0,not a perfect replacement updated its already broken we didn t even have much in the shelf i thought it was going to be good but i would avoid buying one it was a perfect fit and much more affordable then the manufacturers
B07L7TN699,2019-04,durability_failure,내구성 고장,0.66667,6,1.0,True,0,garbage do not get my kids broke bottom two so i purchased these because they are cheap thinking that my kids would eventually breakthem again both new ones broke when trying to intall i know its very simple to install however these are not fitted correctly ended up spending 2 3 more for some perfectly fitted ones
B07L7TN699,2019-04,durability_failure,내구성 고장,0.66667,6,1.0,True,0,not durable broke after one week
B07L7TN699,2019-04,durability_failure,내구성 고장,0.66667,6,2.0,True,0,not sturdy plastic i have purchased 2 and both broke within a week of installing
B0895G7PWC,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,True,1,some of them do not fit some break i bought two packs of these for two dishwashers of the 4 individual pieces i received 2 did not fit in the dishwasher the brackets were not shaped correctly of the 2 i successfully installed 1 broke during the first wash dry cycle after we used it 1 of the four brackets i bought last week is currently in service i am not optimistic it will hold up i am buying rep
B0895G7PWC,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,True,0,broke in 3 days i had high hopes for this the tabs were slightly thicker than the one one did three loads of dishes and it broke
B0895G7PWC,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,True,0,tab broke in 2 months very cheap annoying to install and then broke in 2 months find a better product
B0895G7PWC,2022-07,durability_failure,내구성 고장,0.66667,6,5.0,True,0,perfect replacement for my kitchenaid dishwasher so i wondered if this would be of good quality coming from a seller on amazon i had found a website with more expensive parts that was out of stock my kids stocked the upper rack too heavily and one side broke so the rack was listing to one side desperate i turned to amazon and found this seller right away the part matched the factory stock one that
B08QV8PL3R,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,True,0,unusable i specifically bought this product because of the wifi app i am totally blind and apps that are designed correctly with access considerations are an excellent way for me and others with severe visual restrictions to use devices that routinely have only visual output displays unfortunately this sleek machine doesn t even have any tactile indicators for controlling the unit directly it is s
B08QV8PL3R,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,True,0,great for 11days it had one job i was in love but it was short lived it stopped making ice after 11days i returned it for a refund
B08QV8PL3R,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,True,0,garbage total garbage this only worked for 4 months and now doesn t work anymore and tried everything do not buy
B08QV8PL3R,2022-07,durability_failure,내구성 고장,0.66667,6,1.0,False,4,quit working and unable to contact snoworld i used this ice maker twice and it quit working unable to contact snoworld there is no customer service contact i do not recommend this ice machine
B00INXG9MY,2019-04,purchase_warning,구매 경고,0.65258,6,1.0,True,0,this ice machine broke down after only four months i am so disappointed this machine is very loud and noisy i put up with the noise because the ice machine i previously purchased was delivered broken so i ordered this one after fighting for my refund from the other seller now after only four months this machine has gone kaput just stopped working one day the motor not turning and no ice i wish i c
B00INXG9MY,2019-04,purchase_warning,구매 경고,0.65258,6,1.0,True,0,does not live up to the last one i bought purchased in january of this year and the last two weeks 4 8 4 21 it takes three times the usual to make a basket of ice cubes very disappointed would not recommend even though i purchased the same one 5 years ago and it works fine right up to the end
B00INXG9MY,2019-04,purchase_warning,구매 경고,0.65258,6,1.0,True,0,broken in under a year the ice machine keeps thinking the tray is full and will not make ice i have only had it for about 8 months for a while i was able to get it to make ice by keeping the lid open for a bit but that does not seem to work anymore do not buy
B00INXG9MY,2019-04,purchase_warning,구매 경고,0.65258,6,1.0,True,0,do not buy rca brand started making a grinding noise after first month i had an igloo brand prior which lasted about 3 years
B0C2DQMJGQ,2018-09,durability_failure,내구성 고장,0.64286,8,1.0,True,11,do not buy this brand i ordered this ice maker in june and it arrived damaged inside a perfectly intact amazon shipping box the new air box was torn and the machine inside had broken parts amazon quickly replaced it but i had to use the replacement box to send back the damaged unit now after two months this replacement machine has stopped making ice new air made me remove the back of the unit to s
B0C2DQMJGQ,2018-09,durability_failure,내구성 고장,0.64286,8,1.0,True,10,update do not buy especially from this company very handy ice maker i like it but the lights are not working correctly on it could be a little better for the amount of money update my icemaker broke it was still under warranty i called the company they sent me the part no directions for me to fix it now bear in mind that i am an old lady i do not know how to fix appliances part arrived no directio
B0C2DQMJGQ,2018-09,durability_failure,내구성 고장,0.64286,8,1.0,True,6,newair ai 100s 28 pound portable ice maker silver newair ai 100s 28 pound portable ice maker first two ice makers delivered did not work third ice maker only worked for a few months ice maker number 4 was replaced by newair after they determined it could not be repaired which took several months and multiple phone calls new replacement ice maker number 5 worked for a few months and stopped working
B0C2DQMJGQ,2018-09,durability_failure,내구성 고장,0.64286,8,5.0,True,2,so far so good yesterday i received this i was nervous because it made one batch and then stopped and so i watched it carefully and gave it time for the refridgerant to settle and all that before i started it back up and its been pumping ice out ever since i love this ice maker hopefully it lasts for years to come i did purchase the 3 year insurance plan on this sinxce reviews were mixed just to b
B0C2DQMJGQ,2018-09,durability_failure,내구성 고장,0.64286,8,5.0,True,0,efficient ice maker works great our icemaker broke and would have cost a lot to fix so i decided to purchase an ice maker with good reviews so far it has worked out great quick to make ice and it is nice to make different size selections i would recommend this product
B00WQRKDNY,2019-11,leak_damage,누수 및 파손 피해,0.63333,5,1.0,True,1,dishwasher leaked wood floor under mat soaked the concept is good but the implementation does not work i recently had a leak from my dishwasher and the water traveled to the front then back under this mat there was not noticeable water on the floor i am not sure how long the dishwasher leaked before we noticed the hardwood floor boards just in front of the dishwasher starting to warp pulled out th
B00WQRKDNY,2019-11,leak_damage,누수 및 파손 피해,0.63333,5,1.0,False,0,plastic is not crack resistant i bought this item from a hardware store not amazon it has a sticker on it labelled eastman with the same description put this in after having a leak and an expensive floor replacement this tray is a serious piece of garbage supposed resistance to cracking and breaking the foot of the dishwasher cracked the tray wide open and water seeped down the crack ruined my sec
B00WQRKDNY,2019-11,leak_damage,누수 및 파손 피해,0.63333,5,5.0,True,0,dishwasher drip pan help prevent water damage from a leaky dw
B00WQRKDNY,2019-11,leak_damage,누수 및 파손 피해,0.63333,5,5.0,True,0,install as part of the dishwasher installation i feel this has the potential to alert you early on if there is a leak under the dishwasher that would help prevent a lot of damage well worth the cost install as part of the dishwasher installation
B0B69D699Q,2022-10,build_quality,제작 품질,0.60784,6,2.0,True,0,poor quality bottom cracks and makes holes less than a year and utensils fall through holes in the bottom
B0B69D699Q,2022-10,build_quality,제작 품질,0.60784,6,2.0,True,0,poor quality needed a new basket for our dishwasher this one is very small in all aspects but most importantly height it s almost as if it is made for child size utensils the plastic is also very thin and looks like those punch out game pieces type material i do not see this lasting more than 6 months
B0B69D699Q,2022-10,build_quality,제작 품질,0.60784,6,3.0,True,0,feels like cheap plastic it s too lightweight but does the job it s not heavy duty plastic
B0B69D699Q,2022-10,build_quality,제작 품질,0.60784,6,3.0,True,0,fits perfectly but not very sturdy i wanted this caddy for the overflow of flatware after a party it will only be used occasionally so the durability was not a concern it s a bit flimsy and forget using the handle it does not balance well when it s full so pick it up from the sides i think i am going to remove it
B00DM8K72S,2018-12,incompatibility,호환 및 규격,0.6,5,1.0,True,0,not the right size did not fit frs6hr45k0 shorter than the original
B00DM8K72S,2018-12,incompatibility,호환 및 규격,0.6,5,1.0,True,0,do not buy the drawer i purchased does not fit tightly so if anything is placed in the drawer it falls off the door
B00DM8K72S,2018-12,incompatibility,호환 및 규격,0.6,5,1.0,True,0,the size stated is incorrect second one ordered and second one returned this shelf is 2inches larger than the stated size even though i have referenced the serial number on both occaisons
B0BHTNL45Q,2022-09,incompatibility,호환 및 규격,0.6,5,1.0,True,1,not universal to all keurig machines i m sure the filters are fine filters when they fit the keurig machines this filter is advertised as a universal filter that fits all keurig machines it did not fit mine my keurig is the same one that you see in the hotel rooms it has a tapered kcup holder the filter will not fit into the tapered kcup holder
B0BHTNL45Q,2022-09,incompatibility,호환 및 규격,0.6,5,1.0,False,0,do not fit i have a coffee marker it does not work for my machine these cups are too big for my coffee marker i can only forced entry and very difficult to remove
B0BHTNL45Q,2022-09,incompatibility,호환 및 규격,0.6,5,3.0,True,3,does not fit properly these are nice until you try to use them in the new machine k cup supreme plus which the info about this product indicates fits does not fit correctly when closing the top of the brewer to brew these cups allow of an inch opening gap which causes steam to scape from the machine nice idea but functionally defective
B00LQDAGB8,2019-04,durability_failure,내구성 고장,0.6,5,5.0,True,0,lifesaver dishwasher went out and this was the fix easy to replace once my dishwasher was out and i would use this again been pumping strong for a while now
B00LQDAGB8,2019-04,durability_failure,내구성 고장,0.6,5,4.0,True,0,it fit perfectly dishwasher pump failed after 4 years i do not know why replacement pump works perfectly
B00LQDAGB8,2019-04,durability_failure,내구성 고장,0.6,5,5.0,True,0,easy on and easy on the wallet i ordered this as soon as the one on my dish washer failed it came quick installed very easily
B01KYGAUTU,2018-02,incompatibility,호환 및 규격,0.6,5,1.0,True,0,it is definitely not universal would not fit my ge dishwasher i like the way it was designed
B01KYGAUTU,2018-02,incompatibility,호환 및 규격,0.6,5,2.0,True,0,too big for my dishwasher
B01KYGAUTU,2018-02,incompatibility,호환 및 규격,0.6,5,2.0,True,0,did not fit ge did not fit my ge dishwasher thought i measured correctly but apparently did not
B00CD4MW6Q,2020-06,durability_failure,내구성 고장,0.6,5,5.0,True,2,fits like original good to find this the only hardship in the installation is getting the old one out i had to damage the old one and the sheetmetal a little to get it out new one snapped right in after straightening out the necessary damage on line videos of changing the lock are not even close to the amount of difficulty involved removing the old one
B00CD4MW6Q,2020-06,durability_failure,내구성 고장,0.6,5,5.0,True,0,easy install just buy it if you ve been wiggling and slamming that door after months of slamming the door to close it we ordered this was exactly the right part for maytag bravos snapped right in
B00CD4MW6Q,2020-06,durability_failure,내구성 고장,0.6,5,5.0,True,0,maytag model medb725bw0 worked like a charm maytag dryer model medb725bw0 after searching many parts and websites i decided to try this one out it arrived i took my regular pliers gripped the metal exterior clasps of the catch vertically from the dryer door and the broken catch popped right out it took a few tries to get a grip of the broken catch with the pliers did not have to take the door off 
B0BGTBHC7P,2021-09,performance,성능 미달,0.6,5,1.0,True,1,no suction this is very disappointing on the highest setting it still doesn t grab steam smoke etc the only positive is that it looks nice which has nothing to do with cooking
B0BGTBHC7P,2021-09,performance,성능 미달,0.6,5,5.0,True,2,great so far looks great without taking up too much space just remodeled our kitchen and wanted to move the microwave away from the stove for better cooking accessability trying to heat food in microwave while having 2 3 burners going a pain we have a full line of black slate ge appliance and wanted to match with a full hood vent realizing that the full hood vent does not work as well with a frees
B0BGTBHC7P,2021-09,performance,성능 미달,0.6,5,5.0,True,1,works great it s a tiny bit noisy on the higher settings but if you need the extra suction it definitely has it i do a lot of cast iron cooking with oil and it can definitely handle that with no issues much better than having a useless microwave rangehood that can barely move any air installation was fairly easy my location involved adding a duct to the outside so it was a little more involved tha
B07V3765S6,2023-01,durability_failure,내구성 고장,0.6,5,2.0,True,0,lasted 1 month before it died purchased for my maytag dryer this replacements lasted 31 days from purchase
B07V3765S6,2023-01,durability_failure,내구성 고장,0.6,5,1.0,True,0,bought this and within 3 months it s not working heating element has stopped working about 3 months after buying it do not recommend at all
B07V3765S6,2023-01,durability_failure,내구성 고장,0.6,5,5.0,True,3,plug and play replacement for non heating dryer whirlpool dryer stopped working drum would spin and dial would move but no heat this kit has all of the usual suspects so i planned on just replacing the heater coil and all of the sensors when i took the dryer apart it was obviously the coil so i just kept the sensors in case they go bad too the install takes about 15 minutes and everything is worki
B0C2THH2MS,2022-05,incompatibility,호환 및 규격,0.6,5,1.0,True,7,does not fit check photo to match yours this does not fit the bottom is the one that can with the refrigerator the top is the replacement it wo not go in far enough to lock in buyer beware
B0C2THH2MS,2022-05,incompatibility,호환 및 규격,0.6,5,1.0,True,1,does not fit the lg fridge for the lt1000p bad does not fit the lg fridge lt1000p bad
B0C2THH2MS,2022-05,incompatibility,호환 및 규격,0.6,5,1.0,True,1,does not fit my lg refrigerator my fridge is the french three door lrfds3016s and this filter does not fit existing filter is the lt1000p
B009HQGFX4,2021-07,incompatibility,호환 및 규격,0.6,5,1.0,True,0,had imperfections which they tried to cover up with pain that they not match very very frustrating these came with imperfections on them that they use white paint to cover up white paint that did not match the white of the metal
B009HQGFX4,2021-07,incompatibility,호환 및 규격,0.6,5,4.0,True,1,arrived in excellent condition i am obsessed with these other than the fact they do not fit my burners they just come up a little off the burner which i did read in some previous reviews you can see in the photos these are so cute and worth the price
B009HQGFX4,2021-07,incompatibility,호환 및 규격,0.6,5,3.0,True,0,wasn t very happy with them not deep enough did not fit right at all
B095P11YSJ,2022-03,purchase_warning,구매 경고,0.6,5,1.0,True,0,worked great for six months and now it s making one cube per day how do i get warranty on this we loved the thing but my support window closed two days ago do not buy this company does not respond at all to support requests not email not their web form 2 year warranty my butt get something else
B095P11YSJ,2022-03,purchase_warning,구매 경고,0.6,5,1.0,True,0,do not buy this this was an absolute waste of 100 when the machine arrived it was water spotted and dirty we assumed that meant it had been quality control tested now i am not so sure thinking more like refurbished it ran for approximately 90 minutes made 3 trays of ice and just quit the motor is running the drop tray is moving but there is no ice being made it is also worth mentioning that the ma
B095P11YSJ,2022-03,purchase_warning,구매 경고,0.6,5,1.0,True,0,lasted 6 months then died do not waste your money on the chinese made crap lasted 6 months then died do not waste your money on the chinese made crap
B0BKYRM37J,2023-02,refund_warranty_cs,환불 보증 고객대응,0.6,5,3.0,True,5,lawnmower or ice maker when we first got this icemaker it worked like a charm quietly i just witnessed a lawnmower sound for the past 10 minutes i m glad i bought the amazon warranty and i will be returning this i ve had this machine for one month and five days
B0BKYRM37J,2023-02,refund_warranty_cs,환불 보증 고객대응,0.6,5,5.0,True,3,amazing customer service order came with some damage on the box i called the customer service phone number first to let them know the situation and yvonne was so helpful and promised me if the unit does not work well they will definitely send me a replacement i unboxed it and set it up for a test run around 25 minutes the ice came out and by the time i knew this unit works well until today one lit
B0BKYRM37J,2023-02,refund_warranty_cs,환불 보증 고객대응,0.6,5,5.0,True,0,satisfied with this ice machine have been using this unit for 9 days without any issues before making the purchase i intended to purchase kbice 1 0 unite since the unit has more reviews than this one however i like its advanced design called customer service for initial set up and the lady was super nice to guide me through the whole process and told me how to clean the unit i really love the crun
B07MWTNDXT,2018-10,performance,성능 미달,0.6,5,1.0,True,2,it did not work i have had an avalon ice maker before and it worked perfectly this one did not fan did not come on and it did not make ice went with another brand and store
B07MWTNDXT,2018-10,performance,성능 미달,0.6,5,1.0,True,0,did not work the product did not work and was thrown away after two weeks
B07MWTNDXT,2018-10,performance,성능 미달,0.6,5,5.0,True,0,it works i do not know why the other reviews stated it did not work or that the cubes were this and that size who cares it makes ice cubes put the result in a gallon zip lock freeze it and when full just take the bag and break up the cubes that froze together i just wack it on the counter 2 3 times and instant pile of ice i go through a gallon water of ice cubes a day i stay hydrated unlike most p
B09QFYQ69F,2018-12,durability_failure,내구성 고장,0.6,5,5.0,True,1,perfect fit well made fit perfectly to replace the one i broke
B09QFYQ69F,2018-12,durability_failure,내구성 고장,0.6,5,5.0,True,1,when your microwave dish breaks in an earthquake this was a replacement dish for one that broke best thing was it arrived unbroken and on time
B09QFYQ69F,2018-12,durability_failure,내구성 고장,0.6,5,5.0,True,0,perfect replacement for my microwave this is the exact replacement for the broken plate in my microwave exactly as described if you need a replacement plate buy this one
B082RWPSMS,2020-09,durability_failure,내구성 고장,0.6,5,1.0,True,6,one broke the second time i used it gas was just on these knobs are nice and heavy fit tightly and seem like a great deal the second time i used one of them i purchased a five pack the spring or whatever inside stopped working i couldn t turn it or anything and the gas was just coming out of the stove without being lit i quickly yanked the knob off of the stove which stopped the gas i traded it ou
B082RWPSMS,2020-09,durability_failure,내구성 고장,0.6,5,1.0,True,1,defective defective poor design the knobs broke in three days
B082RWPSMS,2020-09,durability_failure,내구성 고장,0.6,5,4.0,True,1,good value but shiny chrome like finish not matte we needed to replace our samsung knobs because at least three broke and were loose they are crazy expensive from manufacturer we bought these they fit great seem snug they are very shiny compared to the original but for the price it is fine there were some minor imperfections in the finish as well but overall we are happy
B08B3HCJLM,2021-05,durability_failure,내구성 고장,0.6,5,1.0,True,1,warranty useless worked for about 2 and a half months and then stopped dropping ice 90 day warranty is useless when there s no way to contact the company shady warranty
B08B3HCJLM,2021-05,durability_failure,내구성 고장,0.6,5,5.0,True,1,diy without a doubt product was perfect replacement for worn out icemaker removal and installation was a breeze 10 minutes tops definitely a value and no problem for the do it yourself type full replacement cost was less than a service call highly recommend item
B08B3HCJLM,2021-05,durability_failure,내구성 고장,0.6,5,5.0,True,0,works great the teflon had worn off my old one and motor finally gave out put this in and it was making ice within a few hours no complaints and it works great and normal fast delivery
B087BT4C71,2021-09,incompatibility,호환 및 규격,0.6,5,1.0,True,0,i put in the model number of my ge stove and did not receive replacement knobs that fit my stove they do not fit my stove even though i put in my model number i ordered this item from 2 different vendors and the same result
B087BT4C71,2021-09,incompatibility,호환 및 규격,0.6,5,5.0,True,0,wrong size the product was too small
B087BT4C71,2021-09,incompatibility,호환 및 규격,0.6,5,4.0,True,0,great value not oem these knobs have worked well but stand off from the stove much farther than oem i have net experienced isaies with melting the bac side as other have mentioned they also do not match the oem so you will need to replace all at once if you care about the appearance
B08RCG9W8S,2020-06,durability_failure,내구성 고장,0.6,5,1.0,True,11,its completely crap chinese made crap the rods are so thin they flex one of the tabs broke off 1 of the rods bent while i was trying to pull it apart and it cracked the plastic complete junk do not buy
B08RCG9W8S,2020-06,durability_failure,내구성 고장,0.6,5,1.0,True,0,cheap broke the second i put it together and put my mini refrigerator on it
B08RCG9W8S,2020-06,durability_failure,내구성 고장,0.6,5,1.0,True,0,broke the product did not hold weight of the washer and broke while washer fell
B07B9H7GMN,2020-01,leak_damage,누수 및 파손 피해,0.6,5,1.0,True,0,didnt5 fit it did not lock and both leaked gray water out i changed the first one and the second ones did the same thing ds
B07B9H7GMN,2020-01,leak_damage,누수 및 파손 피해,0.6,5,5.0,True,0,fits great water tastes good we have used other filters in the past that slipped out a little and water would leak on our floor this was almost too easy i would recommend this filter to anyone
B07B9H7GMN,2020-01,leak_damage,누수 및 파손 피해,0.6,5,4.0,True,0,no filter leakage have had the new generic filter installed for about 3 weeks and frequently check for leaks so far dry as a bone brand filters come with adhesive date stickers to allow you to put the date which are on the stickers for when it s time to be changed i had to use a magic maker to mark expiration date on this filter slightly worried that manufacturer of my refrigerator says if there i
B0BTQ7FSLF,2019-07,incompatibility,호환 및 규격,0.6,5,1.0,True,0,does not fit puresource2 model does not fit puresource2 model
B0BTQ7FSLF,2019-07,incompatibility,호환 및 규격,0.6,5,2.0,True,0,ok product this is supposed to fit my fridge but we have found that it is very difficult to get into the filter slot it does not fit in easily and often leaks
B0BTQ7FSLF,2019-07,incompatibility,호환 및 규격,0.6,5,1.0,True,0,like others said did not fit for wf2cb in my opinion the tabs in the middle are too small preventing it from locking in properly and passing any water returned
B0C34QCZW5,2022-09,refund_warranty_cs,환불 보증 고객대응,0.6,5,1.0,True,38,remove the 4 transport bolts in the back of machine i set up the washer dryer and was super excited until i started the first load the thing shook my basement so violently like it was possessed and walked around it also ripped the drainage hose out of the wall and water was everywhere needless to say i was over it the washer wasn t full of clothes the washer dryer was level i couldn t figure it ou
B0C34QCZW5,2022-09,refund_warranty_cs,환불 보증 고객대응,0.6,5,1.0,True,6,did not work we went to all the trouble to put this in place in our trailer and then it did not work we called comfee first person i talked to said it probably had something to do with the water pressure i told her that we did not get that far we could not select anything to even see if it would fill she then requested sn and receipt to be sent i did that no response the next day i called and spok
B0C34QCZW5,2022-09,refund_warranty_cs,환불 보증 고객대응,0.6,5,1.0,False,6,8mo update not energy efficient 8mo update motor stopped working more than 2 months ago putting it at around 6mo of use before it broke i contacted comfee 2 months ago twice and have not heard a single word back regarding my warranty from the looks of other reviews comfee will play this out and respond slow enough to pass the 1 year warranty mark so they will not have to pay for anything this comp
B089VSYR3T,2022-04,durability_failure,내구성 고장,0.6,5,1.0,True,1,does not work i needed a replacement as my keurig is one of the rare ones that has made 6 cups of coffee every day for 6 years however the cap of my filter has been broken and glued back together a hundred times i bought these and nothing will get the machine to say other than not recognised when i attempt to use them the ups store is too far away to justify returning so my loss
B089VSYR3T,2022-04,durability_failure,내구성 고장,0.6,5,2.0,False,0,they do not last i have had 6 of these in total i use them daily they work well with my keurig but they do not last the first set of 3 i bought lasted about 3 months before the lids cracked i bought another set of 3 and they only lasted about 3 weeks before the lids cracked and broke i would recommend buying a better quality product i have probably spent more money now than if i just bought a bett
B089VSYR3T,2022-04,durability_failure,내구성 고장,0.6,5,5.0,True,1,great alternative to k cups we love our keurig but like our coffee from an independent source i used a cheaper cup similar to these and they stopped working correctly these are excellent for using your preferred brand of coffee but clean them right away once the coffee dries inside it becomes more difficult to clean highly recommend
B0B5NQ46F8,2021-10,durability_failure,내구성 고장,0.6,5,2.0,True,1,falls apart but makes good coffee we are on our second one of these tubes and both have now failed at roughly the 1 year mark we use them constantly as my wife and i both prefer cold brew 1 5 cups of our grounds of choice and 24 hours in the fridge run through a normal filter in a funnel and we are good to go full strength drink it as it is the one star rating comes from the fact that the top ring
B0B5NQ46F8,2021-10,durability_failure,내구성 고장,0.6,5,1.0,True,0,flimsy bottom tray snapped after two months of use the tube unraveled do not buy
B0B5NQ46F8,2021-10,durability_failure,내구성 고장,0.6,5,5.0,True,0,best for cold brew well it s better for cold brew because you can put fine ground coffee in it and the grounds won t seep through that makes the brew higher quality better caffeine finer body than using coarse grounds i tried coarse grounds and it came out harder and bolder bodied and failed to extract as much of the essence there is always sediment either way fine or coarse but i run it through a
B07KGKJJP8,2019-08,durability_failure,내구성 고장,0.59524,6,5.0,True,0,good re so far so good i bought these to replace knobs that broke on my samsung stove it has been on for a few months and is still working fine
B07KGKJJP8,2019-08,durability_failure,내구성 고장,0.59524,6,5.0,True,0,exact replacement for samsung stove these match the ones that were in the stove to start and i was able to replace the one that was broken and not spend too much on it
B07KGKJJP8,2019-08,durability_failure,내구성 고장,0.59524,6,4.0,True,0,fits has not broken for 8 months this is exactly like the the oem hardware both this and the original are a screwed together assembly much heavier than expected the original broke after 2 years it was on the burner used most often so far so good on the replacement
